hhid,latitude,longitude,GAEZ_57class1
2971,11.811604,37.87884,9
2972,11.81135,37.878258,9
2973,11.811198,37.877825,9
2974,11.811242,37.87796,9
2975,11.811526,37.877919,9
2976,11.81132,37.876956,9
2977,11.811357,37.87681,9
2978,11.811515,37.876975,9
2979,11.811496,37.876925,9
2980,11.811781,37.87762,9
2981,11.810827,37.879917,9
2982,11.810684,37.880185,9
2983,11.81092,37.879183,9
2984,11.810319,37.878639,9
2985,11.810336,37.879564,9
2986,11.810688,37.879706,9
2987,11.81025,37.879584,9
2988,11.81,37.876688,9
2989,11.809916,37.876828,9
2990,11.810188,37.876752,9
2991,11.810777,37.876385,9
2992,11.812095,37.878798,9
2993,11.811466,37.878393,9
2994,11.812482,37.876726,9
2995,11.812473,37.876503,9
2996,11.812052,37.879982,9
2997,11.812288,37.876653,9
2998,11.812844,37.876126,9
2999,11.812913,37.876366,9
3000,11.812083,37.876214,9
3001,11.812033,37.876233,9
3002,11.813217,37.876463,9
3003,11.811744,37.876327,9
3004,11.811714,37.876566,9
3005,11.811925,37.876541,9
3006,11.811056,37.876155,9
3007,11.808208,37.873323,9
3008,11.807822,37.87307,9
3009,11.808549,37.874801,9
3010,11.80875,37.874797,9
3011,11.808728,37.873838,9
3012,11.808157,37.873648,9
3013,11.807851,37.87349,9
3014,11.80713,37.872941,9
3015,11.806729,37.873124,9
3016,11.806702,37.873264,9
3017,11.807044,37.873884,9
3018,11.807166,37.873735,9
3019,11.807334,37.874525,9
3020,11.807093,37.874285,9
3021,11.806875,37.875039,9
3022,11.806678,37.875082,9
3023,11.806855,37.874955,9
3024,11.807437,37.875128,9
3025,11.811593,37.879023,9
3026,11.807425,37.875269,9
3027,11.807422,37.875438,9
3028,11.807144,37.874107,9
3029,11.806736,37.875136,9
3030,11.807153,37.87466,9
3031,11.807035,37.874791,9
3032,11.809206,37.884185,10
3033,11.809587,37.883996,10
3034,11.809572,37.884169,10
3035,11.809677,37.884124,10
3036,11.809373,37.88424,10
3037,11.810624,37.887768,10
3038,11.811214,37.886203,10
3039,11.811572,37.886181,10
3040,11.811527,37.88538,10
3041,11.811612,37.885192,10
3042,11.811343,37.885407,10
3043,11.811456,37.885578,10
3044,11.811384,37.885384,10
3045,11.811599,37.886332,10
3046,11.811597,37.886565,10
3047,11.811523,37.887238,10
3048,11.811308,37.887065,10
3049,11.810935,37.888385,10
3050,11.811071,37.888126,10
3051,11.810829,37.888493,10
3052,11.811344,37.888709,10
3053,11.811636,37.888586,10
3054,11.811519,37.88859,10
3055,11.81146,37.888397,10
3056,11.80962,37.889839,10
3057,11.810983,37.890348,10
3058,11.810015,37.890872,10
3059,11.809606,37.890746,10
3060,11.809519,37.891084,10
3061,11.809559,37.891266,10
3062,11.809636,37.891459,10
3063,11.809633,37.891457,10
3064,11.8102,37.892867,10
3065,11.810252,37.892741,10
3066,11.810176,37.892524,10
3067,11.810308,37.89301,10
3068,11.809596,37.892161,10
3069,11.810007,37.89123,10
3070,11.810752,37.890597,10
3071,11.810231,37.890022,10
3072,11.810377,37.889811,10
3073,11.811164,37.889296,10
3074,11.811271,37.889214,10
3075,11.81042,37.891249,10
3076,11.810061,37.891462,10
3077,11.79327,37.96575,10
3078,11.79327,37.96575,10
3079,11.793585,37.965192,10
3080,11.793957,37.964882,10
3081,11.794363,37.965442,10
3082,11.794602,37.966092,10
3083,11.79477,37.966145,10
3084,11.795227,37.965927,10
3085,11.795055,37.965525,10
3086,11.794677,37.96474,10
3087,11.794778,37.964972,10
3088,11.794465,37.964822,10
3089,11.794328,37.96438,10
3090,11.799352,37.954833,10
3091,11.799292,37.953715,10
3092,11.799292,37.953715,10
3093,11.798743,37.954723,10
3094,11.798098,37.953212,10
3095,11.79826,37.951473,10
3096,11.79826,37.951464,10
3097,11.799057,37.951247,10
3098,11.799057,37.951247,10
3099,11.799173,37.951322,10
3100,11.799153,37.951293,10
3101,11.796982,37.956668,10
3102,11.797065,37.954862,10
3103,11.79996,37.9503,10
3104,11.799933,37.950342,10
3105,11.79932,37.950477,10
3106,11.798148,37.949255,10
3107,11.799068,37.947145,10
3108,11.79907,37.947118,10
3109,11.799077,37.947083,10
3110,11.799195,37.94672,10
3111,11.798525,37.946253,10
3112,11.798525,37.946253,10
3113,11.798013,37.946835,10
3114,11.795943,37.947055,10
3115,11.79595,37.947002,10
3116,11.79577,37.946145,10
3117,11.79577,37.946145,10
3118,11.795903,37.945022,10
3119,11.795855,37.944945,10
3120,11.795855,37.944945,10
3121,11.79586,37.944955,10
3122,11.79586,37.944955,10
3123,11.795205,37.944459,10
3124,11.79515,37.94429,10
3125,11.79515,37.94429,10
3126,11.79452,37.944058,10
3127,11.794553,37.944078,10
3128,11.795855,37.943597,10
3129,11.796255,37.943753,10
3130,11.796255,37.943753,10
3131,11.796255,37.943753,10
3132,11.796723,37.943811,10
3133,11.797021,37.943504,10
3134,11.796755,37.942943,10
3135,11.797713,37.943318,10
3136,11.797468,37.943351,10
3137,11.797088,37.941454,10
3138,11.797007,37.941837,10
3139,11.796598,37.941363,10
3140,11.79683,37.941233,10
3141,11.79687,37.941263,10
3142,11.795667,37.943043,10
3143,11.79565,37.943027,10
3144,11.79303,37.945645,10
3145,11.792827,37.946292,10
3146,11.792525,37.945213,10
3147,11.791252,37.945385,10
3148,11.79092,37.94536,10
3149,11.790972,37.945627,10
3150,11.790775,37.945746,10
3151,11.791093,37.945865,10
3152,11.790883,37.944948,10
3153,11.789368,37.943253,10
3154,11.78904,37.943962,10
3155,11.78904,37.943962,10
3156,11.78904,37.943962,10
3157,11.788855,37.944177,10
3158,11.788847,37.944177,10
3159,11.788315,37.94423,10
3160,11.787992,37.944132,10
3161,11.787743,37.944862,10
3162,11.793755,37.947673,10
3163,11.79374,37.9477,10
3164,11.793728,37.947695,10
3165,11.793753,37.947667,10
3166,11.794645,37.946507,10
3167,11.795527,37.947889,10
3168,11.795452,37.951783,10
3169,11.793774,37.952834,10
3170,11.793725,37.9528,10
3171,11.793573,37.952822,10
3172,11.793176,37.952401,10
3173,11.79518,37.954047,10
3174,11.793733,37.95488,10
3175,11.793733,37.95488,10
3176,11.793733,37.95488,10
3177,11.79263,37.957372,10
3178,11.792627,37.95734,10
3179,11.791825,37.956975,10
3180,11.793442,37.966427,10
3181,11.793358,37.966385,10
3182,11.79331,37.966313,10
3183,11.792916,37.967594,10
3184,11.76118,38.124618,9
3185,11.75995,38.122966,9
3186,11.760064,38.123903,9
3187,11.759927,38.12259,9
3188,11.75984,38.122156,9
3189,11.758684,38.121137,9
3190,11.757913,38.121207,9
3191,11.757235,38.121001,9
3192,11.754485,38.121641,9
3193,11.75776,38.120719,9
3194,11.758603,38.119962,9
3195,11.757903,38.119845,9
3196,11.757695,38.119664,9
3197,11.756848,38.119384,9
3198,11.755154,38.118983,9
3199,11.75531,38.11908,9
3200,11.755298,38.117034,9
3201,11.754308,38.116893,9
3202,11.754782,38.115541,9
3203,11.755281,38.115567,9
3204,11.755325,38.113469,9
3205,11.756751,38.113135,9
3206,11.756861,38.112759,9
3207,11.756748,38.112312,9
3208,11.756751,38.111379,9
3209,11.757178,38.111317,9
3210,11.757761,38.111567,9
3211,11.757806,38.111679,9
3212,11.757897,38.112293,9
3213,11.757479,38.112324,9
3214,11.755815,38.113697,9
3215,11.755469,38.115113,9
3216,11.756126,38.115777,9
3217,11.756377,38.116491,9
3218,11.75419,38.116337,9
3219,11.752886,38.117735,9
3220,11.755946,38.115686,9
3221,11.756701,38.118283,9
3222,11.757144,38.118858,9
3223,11.757145,38.118974,9
3224,11.757331,38.118481,9
3225,11.756977,38.117574,9
3226,11.756718,38.116766,9
3227,11.759646,38.118933,9
3228,11.759838,38.118964,9
3229,11.760934,38.119918,9
3230,11.761037,38.119931,9
3231,11.760467,38.120329,9
3232,11.759355,38.12008,9
3233,11.760347,38.120792,9
3234,11.760475,38.121217,9
3235,11.760235,38.121568,9
3236,11.760995,38.110022,10
3237,11.760771,38.110291,10
3238,11.762552,38.109289,10
3239,11.762527,38.109389,10
3240,11.762214,38.109796,10
3241,11.762208,38.110311,10
3242,11.764438,38.110267,10
3243,11.764808,38.111753,10
3244,11.764888,38.111784,10
3245,11.763952,38.112166,10
3246,11.763728,38.111733,10
3247,11.763841,38.113033,10
3248,11.764243,38.114555,10
3249,11.764907,38.115666,10
3250,11.765204,38.115828,10
3251,11.765047,38.114642,10
3252,11.765536,38.114361,10
3253,11.765515,38.114429,10
3254,11.765797,38.115291,10
3255,11.76626,38.115514,10
3256,11.766609,38.11576,10
3257,11.767437,38.116965,9
3258,11.767656,38.116524,9
3259,11.767696,38.116504,9
3260,11.768189,38.116277,9
3261,11.767419,38.117973,9
3262,11.766518,38.117108,9
3263,11.764843,38.117637,9
3264,11.764757,38.117445,9
3265,11.76479,38.117417,9
3266,11.764576,38.117778,9
3267,11.764635,38.117762,9
3268,11.766588,38.119487,9
3269,11.767178,38.118571,9
3270,11.766325,38.116046,10
3271,11.765672,38.115081,10
3272,11.764786,38.118863,9
3273,11.764771,38.119161,9
3274,11.765112,38.119305,9
3275,11.765688,38.118367,9
3276,11.763988,38.118207,9
3277,11.763586,38.117945,9
3278,11.76333,38.117823,9
3279,11.763155,38.117762,9
3280,11.762233,38.117713,9
3281,11.762203,38.1179,9
3282,11.761887,38.11809,9
3283,11.761819,38.118122,9
3284,11.761877,38.119837,9
3285,11.761777,38.119782,9
3286,11.76179,38.118629,9
3287,11.76206,38.119008,9
3288,11.762254,38.11861,9
3289,11.762361,38.11855,9
3290,11.763169,38.118878,9
3291,11.763176,38.118935,9
3292,11.762982,38.118727,9
3293,11.763009,38.119268,9
3294,11.763102,38.119887,9
3295,11.763676,38.120696,9
3296,11.763796,38.120968,9
3297,11.764049,38.121565,9
3298,11.764501,38.120414,9
3299,11.763088,38.120664,9
3300,11.763243,38.120138,9
3301,11.756551,38.117548,9
3302,11.76082,38.120008,9
3303,11.761294,38.123121,9
3304,11.760961,38.12249,9
3305,11.761354,38.122196,9
3306,11.762749,38.120157,9
3307,11.762259,38.120503,9
3308,11.762202,38.12083,9
3309,11.761478,38.123817,9
3310,11.729335,38.102643,10
3311,11.728835,38.102018,10
3312,11.72889,38.101912,10
3313,11.729153,38.100963,10
3314,11.730488,38.099486,10
3315,11.730078,38.097488,10
3316,11.731127,38.094835,10
3317,11.730734,38.094555,10
3318,11.730328,38.094671,10
3319,11.729915,38.094785,10
3320,11.729352,38.096417,10
3321,11.72947,38.096709,10
3322,11.73208,38.094611,10
3323,11.732027,38.094197,10
3324,11.731794,38.094125,10
3325,11.731908,38.093467,10
3326,11.73234,38.092792,10
3327,11.732471,38.092307,10
3328,11.734326,38.092094,10
3329,11.734648,38.092246,10
3330,11.735105,38.092047,10
3331,11.735322,38.091664,10
3332,11.734637,38.09115,10
3333,11.735101,38.091335,10
3334,11.734811,38.091005,10
3335,11.734962,38.091004,10
3336,11.735516,38.090846,10
3337,11.735575,38.090838,10
3338,11.734516,38.092589,10
3339,11.731842,38.093565,10
3340,11.730897,38.092302,10
3341,11.730367,38.093188,10
3342,11.730007,38.093076,10
3343,11.729973,38.093147,10
3344,11.72924,38.093362,10
3345,11.729138,38.093471,10
3346,11.728981,38.094009,10
3347,11.728789,38.094268,10
3348,11.728492,38.094314,10
3349,11.728198,38.094103,10
3350,11.72791,38.094128,10
3351,11.728073,38.093979,10
3352,11.727978,38.094722,10
3353,11.728228,38.094951,10
3354,11.728399,38.094703,10
3355,11.731518,38.093424,10
3356,11.730195,38.093445,10
3357,11.728407,38.095142,10
3358,11.728285,38.09503,10
3359,11.732143,38.0916,9
3360,11.732002,38.090783,9
3361,11.732032,38.090148,9
3362,11.731962,38.090252,9
3363,11.730782,38.089623,9
3364,11.730492,38.089492,9
3365,11.730407,38.089705,9
3366,11.73027,38.090373,9
3367,11.73027,38.090575,9
3368,11.730143,38.09074,9
3369,11.730143,38.091147,9
3370,11.730668,38.092435,10
3371,11.730384,38.092131,10
3372,11.731169,38.09124,9
3373,11.729406,38.091218,9
3374,11.729534,38.091794,10
3375,11.729363,38.091778,10
3376,11.729283,38.092228,10
3377,11.729355,38.09212,10
3378,11.728245,38.091705,10
3379,11.727729,38.092015,10
3380,11.726949,38.092026,10
3381,11.72746,38.092923,10
3382,11.727585,38.093125,10
3383,11.728182,38.092858,10
3384,11.728975,38.091567,9
3385,11.728373,38.091058,9
3386,11.727904,38.091084,9
3387,11.72767,38.089813,9
3388,11.728928,38.089837,9
3389,11.72899,38.089535,9
3390,11.729056,38.089036,9
3391,11.729173,38.08843,9
3392,11.729585,38.087236,9
3393,11.727727,38.08577,9
3394,11.727728,38.085705,9
3395,11.727476,38.086521,9
3396,11.729203,38.087388,9
3397,11.729187,38.087512,9
3398,11.728347,38.088603,9
3399,11.727849,38.089414,9
3400,11.73495,38.09164,10
3401,11.735007,38.090168,10
3402,11.734649,38.089424,10
3403,11.73542,38.089039,10
3404,11.735439,38.089044,10
3405,11.73579,38.089563,10
3406,11.735196,38.088312,10
3407,11.734904,38.088649,10
3408,11.734855,38.086803,10
3409,11.733808,38.087861,10
3410,11.734038,38.088225,10
3411,11.733443,38.089041,10
3412,11.733027,38.09006,9
3413,11.733687,38.090661,10
3414,11.73461,38.089496,10
3415,11.731246,38.088736,9
3416,11.730872,38.088616,9
3417,11.730908,38.088709,9
3418,11.730458,38.08745,9
3419,11.728278,38.085905,9
3420,11.730568,38.085481,9
3421,11.730847,38.085748,9
3422,11.732108,38.086301,9
3423,11.732207,38.086559,9
3424,11.733209,38.087461,9
3425,11.733391,38.086399,10
3426,11.734709,38.086023,10
3427,11.73305,38.085889,9
3428,11.732795,38.085589,9
3429,11.730429,38.087578,9
3430,11.735997,38.087603,10
3431,11.736052,38.08762,10
3432,11.73582,38.088116,10
3433,11.736115,38.088135,10
3434,11.734685,38.086876,10
3435,11.736919,38.085104,10
3436,11.736278,38.084753,10
3437,11.736334,38.084737,10
3438,11.736005,38.084424,10
3439,11.736291,38.08399,10
3440,11.735036,38.086715,10
3441,11.734287,38.087279,10
3442,11.735538,38.089003,10
3443,11.736129,38.090177,10
3444,11.736406,38.083596,10
3445,11.736784,38.08398,10
3446,11.736556,38.082873,10
3447,11.738029,38.080899,10
3448,11.738786,38.081847,10
3449,11.738639,38.082158,10
3450,11.739288,38.082619,10
3451,11.738943,38.083307,10
3452,11.73925,38.083305,10
3453,11.739299,38.083179,10
3454,11.738377,38.083225,10
3455,11.738311,38.083101,10
3456,11.737918,38.083372,10
3457,11.737763,38.08366,10
3458,11.736853,38.081905,10
3459,11.736688,38.081976,10
3460,11.736836,38.081688,10
3461,11.736103,38.08152,10
3462,11.735401,38.080368,10
3463,11.735389,38.081694,10
3464,11.734983,38.081451,10
3465,11.734188,38.081712,10
3466,11.732207,38.082228,10
3467,11.734223,38.082635,10
3468,11.733861,38.083829,10
3469,11.735391,38.080799,10
3470,11.745085,38.01332,10
3471,11.745115,38.013252,10
3472,11.746167,38.012853,10
3473,11.746123,38.012578,10
3474,11.747363,38.011172,10
3475,11.748053,38.010806,10
3476,11.748482,38.010278,10
3477,11.749073,38.010417,10
3478,11.746812,38.012937,10
3479,11.746715,38.013548,10
3480,11.744185,38.020001,10
3481,11.742729,38.022869,10
3482,11.742238,38.023295,10
3483,11.742887,38.023831,10
3484,11.743467,38.024327,10
3485,11.746177,38.014767,10
3486,11.747333,38.013182,10
3487,11.747991,38.013857,10
3488,11.748558,38.013088,10
3489,11.748324,38.012237,10
3490,11.749202,38.011022,10
3491,11.74957,38.011304,10
3492,11.749582,38.011232,10
3493,11.748985,38.008417,10
3494,11.748977,38.008388,10
3495,11.748919,38.008084,10
3496,11.74949,38.009397,10
3497,11.750963,38.009623,10
3498,11.74907,38.01271,10
3499,11.748159,38.015165,10
3500,11.746619,38.012525,10
3501,11.752608,38.011645,10
3502,11.752977,38.01126,10
3503,11.75221,38.011888,10
3504,11.751938,38.012332,10
3505,11.750308,38.011387,10
3506,11.74984,38.013007,10
3507,11.749828,38.013308,10
3508,11.749942,38.013745,10
3509,11.749014,38.013507,10
3510,11.749428,38.015388,10
3511,11.749238,38.015107,10
3512,11.748906,38.015897,10
3513,11.748201,38.015411,10
3514,11.748263,38.015042,10
3515,11.746725,38.015742,10
3516,11.746977,38.015502,10
3517,11.746623,38.016197,10
3518,11.747023,38.01654,10
3519,11.746527,38.017133,10
3520,11.745322,38.017395,10
3521,11.745192,38.017293,10
3522,11.744822,38.017688,10
3523,11.73972,38.017358,50
3524,11.744185,38.019113,10
3525,11.743567,38.019037,10
3526,11.742757,38.021047,10
3527,11.742487,38.021208,10
3528,11.74319,38.023178,10
3529,11.745036,38.01933,10
3530,11.74588,38.018243,10
3531,11.74613,38.018232,10
3532,11.746338,38.018605,10
3533,11.746163,38.020315,10
3534,11.746972,38.020725,10
3535,11.747962,38.02145,10
3536,11.747297,38.02152,10
3537,11.745993,38.021022,10
3538,11.745528,38.02119,10
3539,11.74569,38.019537,10
3540,11.745965,38.019282,10
3541,11.744815,38.019643,10
3542,11.744354,38.020841,10
3543,11.743751,38.023087,10
3544,11.744459,38.022123,10
3545,11.746575,38.023017,10
3546,11.748342,38.021837,10
3547,11.747553,38.022455,10
3548,11.746048,38.025112,10
3549,11.745603,38.021087,10
3550,11.74503,38.021603,10
3551,11.744875,38.02186,10
3552,11.744015,38.022305,10
3553,11.744102,38.022775,10
3554,11.743365,38.023977,10
3555,11.743628,38.024084,10
3556,11.743639,38.023953,10
3557,11.743027,38.024633,10
3558,11.742501,38.025059,10
3559,11.745482,38.019011,10
3560,11.745337,38.023652,10
3561,11.745585,38.024343,10
3562,11.74553,38.024205,10
3563,11.745988,38.024515,10
3564,11.744913,38.024287,10
3565,11.744608,38.024703,10
3566,11.744045,38.025365,10
3567,11.744577,38.026243,10
3568,11.743228,38.02496,10
3569,11.751626,37.98672,50
3570,11.751484,37.98679,50
3571,11.752404,37.986708,50
3572,11.75281,37.987217,50
3573,11.752385,37.987816,50
3574,11.75276,37.987694,50
3575,11.752391,37.987881,50
3576,11.751348,37.987709,50
3577,11.750991,37.986902,50
3578,11.750955,37.987041,50
3579,11.751224,37.987681,50
3580,11.750562,37.987227,50
3581,11.750833,37.987162,50
3582,11.750474,37.986931,50
3583,11.749973,37.987131,10
3584,11.750171,37.987376,50
3585,11.749956,37.987482,10
3586,11.749641,37.987421,10
3587,11.748162,37.990094,10
3588,11.748134,37.990231,10
3589,11.747718,37.99036,10
3590,11.747683,37.990486,10
3591,11.748362,37.991252,10
3592,11.74787,37.991316,10
3593,11.747829,37.991495,10
3594,11.747872,37.991634,10
3595,11.745441,37.994442,10
3596,11.745438,37.995288,10
3597,11.74539,37.995466,10
3598,11.745952,37.994828,10
3599,11.748134,37.991086,10
3600,11.74398,37.995381,10
3601,11.743411,37.995297,10
3602,11.743005,37.995768,10
3603,11.74304,37.995868,10
3604,11.742872,37.996243,10
3605,11.742536,37.997764,10
3606,11.743451,37.997154,10
3607,11.744257,37.996743,10
3608,11.744919,37.999245,10
3609,11.745356,37.99856,10
3610,11.74559,37.99785,10
3611,11.745398,37.996983,10
3612,11.745916,37.996856,10
3613,11.745744,37.996179,10
3614,11.746275,37.996332,10
3615,11.746618,37.996845,10
3616,11.746734,37.998198,10
3617,11.747292,37.998305,10
3618,11.746941,37.998801,10
3619,11.746479,37.999692,10
3620,11.74646,37.999504,10
3621,11.746318,37.999523,10
3622,11.747491,37.999776,10
3623,11.747712,37.999412,10
3624,11.747618,37.998954,10
3625,11.74832,37.999054,10
3626,11.748289,37.999614,10
3627,11.747987,37.998817,10
3628,11.74685,37.996372,10
3629,11.745871,37.994896,10
3630,11.746664,37.99517,10
3631,11.747411,37.994845,10
3632,11.747648,37.994691,10
3633,11.747676,37.994716,10
3634,11.748013,37.995402,10
3635,11.748197,37.996698,10
3636,11.74902,37.997002,10
3637,11.749121,37.997186,10
3638,11.749144,37.998696,10
3639,11.749845,37.998446,10
3640,11.750447,37.998266,10
3641,11.750603,37.997657,10
3642,11.750352,37.996875,10
3643,11.749485,37.996078,10
3644,11.748563,37.990598,10
3645,11.748697,37.993548,10
3646,11.749453,37.993408,10
3647,11.750212,37.993527,10
3648,11.750953,37.997688,10
3649,11.751293,37.997787,10
3650,11.752198,37.99722,10
3651,11.75244,37.996672,10
3652,11.752983,37.996703,10
3653,11.752167,37.995698,10
3654,11.755188,37.992616,10
3655,11.757508,37.989062,50
3656,11.758392,37.988602,50
3657,11.758845,37.987645,50
3658,11.748155,37.997415,10
3659,11.746138,37.99896,10
3660,11.788781,37.970755,10
3661,11.79173,37.973295,10
3662,11.791636,37.973546,10
3663,11.791436,37.973218,10
3664,11.791287,37.9733,10
3665,11.791246,37.973286,10
3666,11.790066,37.973067,10
3667,11.789652,37.973193,10
3668,11.789451,37.97278,10
3669,11.789216,37.972597,10
3670,11.789058,37.972736,10
3671,11.789015,37.972932,10
3672,11.78831,37.97325,10
3673,11.788418,37.973474,10
3674,11.787632,37.972828,10
3675,11.787643,37.972805,10
3676,11.7873,37.971705,10
3677,11.787185,37.971907,10
3678,11.788654,37.971848,10
3679,11.787413,37.972173,10
3680,11.787065,37.97263,10
3681,11.786786,37.973677,10
3682,11.786077,37.971818,10
3683,11.785988,37.97177,10
3684,11.785513,37.971973,10
3685,11.78525,37.973238,10
3686,11.785081,37.973369,10
3687,11.785087,37.973412,10
3688,11.785246,37.972616,10
3689,11.785132,37.972675,10
3690,11.785056,37.972638,10
3691,11.785162,37.972253,10
3692,11.785087,37.971294,10
3693,11.784995,37.971571,10
3694,11.784924,37.971214,10
3695,11.785592,37.971435,10
3696,11.785472,37.97228,10
3697,11.784613,37.971021,10
3698,11.785418,37.96929,10
3699,11.784827,37.969779,10
3700,11.785648,37.970168,10
3701,11.784969,37.970196,10
3702,11.78408,37.970706,10
3703,11.784149,37.971043,10
3704,11.784447,37.971418,10
3705,11.783898,37.970721,10
3706,11.783832,37.970752,10
3707,11.783833,37.97075,10
3708,11.782976,37.973101,10
3709,11.781449,37.972684,10
3710,11.781504,37.972607,10
3711,11.780722,37.971895,10
3712,11.781984,37.972507,10
3713,11.782034,37.972432,10
3714,11.782718,37.973342,10
3715,11.777941,37.976484,10
3716,11.777536,37.976935,10
3717,11.777448,37.977648,10
3718,11.776822,37.977827,10
3719,11.776945,37.977872,10
3720,11.777005,37.977774,10
3721,11.77673,37.977911,10
3722,11.776732,37.977913,10
3723,11.776485,37.976824,10
3724,11.776997,37.97604,10
3725,11.777307,37.976207,10
3726,11.777469,37.97612,10
3727,11.777614,37.9764,10
3728,11.77717,37.975661,10
3729,11.777102,37.975484,10
3730,11.777061,37.975452,10
3731,11.777186,37.975217,10
3732,11.777523,37.975417,10
3733,11.777568,37.97548,10
3734,11.777462,37.974532,10
3735,11.777955,37.974623,10
3736,11.778247,37.97492,10
3737,11.778163,37.974276,10
3738,11.777983,37.973906,10
3739,11.778164,37.97382,10
3740,11.777781,37.973922,10
3741,11.776645,37.974556,10
3742,11.776248,37.97423,10
3743,11.776203,37.973763,10
3744,11.775564,37.974346,10
3745,11.775574,37.973538,10
3746,11.775241,37.974292,10
3747,11.775392,37.973678,10
3748,11.774586,37.974288,10
3749,11.774613,37.973672,10
3750,11.774433,37.972394,10
3751,11.774417,37.972484,10
3752,11.774446,37.972676,10
3753,11.775062,37.973147,10
3754,11.77454,37.971524,10
3755,11.775244,37.972818,10
3756,11.776227,37.971191,10
3757,11.776729,37.970939,10
3758,11.776474,37.970756,10
3759,11.776189,37.96951,10
3760,11.776072,37.969365,10
3761,11.776651,37.969901,10
3762,11.776643,37.970105,10
3763,11.77744,37.97334,10
3764,11.777364,37.973245,10
3765,11.777163,37.973355,10
3766,11.77734,37.972653,10
3767,11.778208,37.97259,10
3768,11.778261,37.972641,10
3769,11.778747,37.97303,10
3770,11.779151,37.972322,10
3771,11.779593,37.972618,10
3772,11.779657,37.972216,10
3773,11.779601,37.972383,10
3774,11.778997,37.972463,10
3775,11.778449,37.971483,10
3776,11.777544,37.971542,10
3777,11.781508,37.964542,10
3778,11.780991,37.964465,10
3779,11.78084,37.965151,10
3780,11.781934,37.965053,10
3781,11.782205,37.964732,10
3782,11.78231,37.963785,10
3783,11.782566,37.963448,10
3784,11.782826,37.963179,10
3785,11.783935,37.962957,10
3786,11.784013,37.962957,10
3787,11.784834,37.963838,10
3788,11.78489,37.964097,10
3789,11.784973,37.964049,10
3790,11.783822,37.56158,9
3791,11.783862,37.561737,9
3792,11.783649,37.561869,9
3793,11.78358,37.561892,9
3794,11.783687,37.561907,9
3795,11.783532,37.562085,9
3796,11.783423,37.561738,9
3797,11.783398,37.561853,9
3798,11.783405,37.561725,9
3799,11.783204,37.561883,56
3800,11.783317,37.561575,56
3801,11.783245,37.561602,56
3802,11.783245,37.56154,56
3803,11.783142,37.56156,56
3804,11.78326,37.561583,56
3805,11.783093,37.561578,56
3806,11.783142,37.561612,56
3807,11.78315,37.561663,56
3808,11.783127,37.56174,56
3809,11.783207,37.56213,56
3810,11.78315,37.562152,56
3811,11.783076,37.562283,56
3812,11.783062,37.561953,56
3813,11.783017,37.562043,56
3814,11.782872,37.562315,56
3815,11.783025,37.562273,56
3816,11.782872,37.562352,56
3817,11.782758,37.562473,56
3818,11.782712,37.562572,56
3819,11.782713,37.562618,56
3820,11.782437,37.563015,56
3821,11.782507,37.562955,56
3822,11.78245,37.562998,56
3823,11.78233,37.563138,56
3824,11.782323,37.563252,56
3825,11.782389,37.56325,56
3826,11.7825,37.563408,56
3827,11.782417,37.56348,56
3828,11.782357,37.56344,56
3829,11.782013,37.563778,56
3830,11.782022,37.56378,56
3831,11.78184,37.564275,56
3832,11.781918,37.564222,56
3833,11.782007,37.564092,56
3834,11.782073,37.564365,56
3835,11.782171,37.56411,56
3836,11.781907,37.563736,56
3837,11.781979,37.563826,56
3838,11.782275,37.564072,56
3839,11.782275,37.564072,56
3840,11.782295,37.564088,56
3841,11.782327,37.564042,56
3842,11.782268,37.563972,56
3843,11.782605,37.563168,56
3844,11.782592,37.563192,56
3845,11.782779,37.563012,56
3846,11.782795,37.562997,56
3847,11.782892,37.562882,56
3848,11.78298,37.562766,56
3849,11.782758,37.563067,56
3850,11.782528,37.563838,56
3851,11.782687,37.563772,56
3852,11.782677,37.563648,56
3853,11.782733,37.563555,56
3854,11.782743,37.56356,56
3855,11.782768,37.563545,56
3856,11.782837,37.563542,56
3857,11.782882,37.56347,56
3858,11.782425,37.563693,56
3859,11.782479,37.563693,56
3860,11.781907,37.564012,56
3861,11.781941,37.563975,56
3862,11.781857,37.564053,56
3863,11.78206,37.56404,56
3864,11.78201,37.564127,56
3865,11.781327,37.564368,56
3866,11.781437,37.564573,56
3867,11.781766,37.564335,56
3868,11.781337,37.564882,56
3869,11.781245,37.564953,56
3870,11.781782,37.564872,56
3871,11.781703,37.564787,56
3872,11.781885,37.564985,56
3873,11.78179,37.564943,56
3874,11.78174,37.56496,56
3875,11.781872,37.564981,56
3876,11.781797,37.565002,56
3877,11.781518,37.565085,56
3878,11.781762,37.565215,56
3879,11.781683,37.565272,56
3880,11.781772,37.565405,56
3881,11.781742,37.5655,56
3882,11.781768,37.565573,56
3883,11.782013,37.565175,56
3884,11.782014,37.565179,56
3885,11.782025,37.565017,56
3886,11.782077,37.564935,56
3887,11.78237,37.564525,56
3888,11.78234,37.564262,56
3889,11.782557,37.564112,56
3890,11.782512,37.564088,56
3891,11.782481,37.564002,56
3892,11.782451,37.563934,56
3893,11.782537,37.563987,56
3894,11.782532,37.564125,56
3895,11.782478,37.564057,56
3896,11.782931,37.562739,56
3897,11.78239,37.5638,56
3898,11.783063,37.562447,56
3899,11.782962,37.562663,56
3900,11.783402,37.562423,9
3901,11.783276,37.562497,56
